plugin_id,scanner,title,description,plugin_type,is_eol
QUALYS105829,QUALYS,EOL/Obsolete Software: Oracle JInitiator Detected,"oracle jinitiator has reached product end of life in its support cycle on 31-dec-2008. oracle jinitiator delivers a certified, supportable, java runtime environment (jre) to client desktops, which can be launched transparently through a web browser. oracle jinitiator is oracle's version of javasoft's java plug-in. the javasoft plug-in is a delivery mechanism for a javasoft jre, which can be launched from within a browser. likewise, oracle jinitiator is providing a delivery mechanism for an oracle certified jre, which enables forms developer applications to be run from within a browser in a stable and supported manner.afftected version: all oracle jinitiator jinitiatorqid detection logic (authenticated):the signature reviews the oracle jinitiator version that is installed on the host.",,TRUE
QUALYS105830,QUALYS,EOL/Obsolete Operating System: FreeBSD 11.2 Detected,"freebsd ended support for freebsd 11.2 on october 31, 2019 and provides no further support for this operating system.qid detection logic (authenticated):the detection reviews the os version through authentication.",,TRUE
QUALYS105831,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 11 Service Pack 4 (SP4) Detected,"the host is running suse linux enterprise server 11 sp4. general support for suse linux enterprise server 11 sp4 ended on 31 mar 2019. no further updates, including security updates, are available for suse linux enterprise server 11 sp4.",,TRUE
QUALYS105832,QUALYS,"EOL/Obsolete Software: VMware Workstation Pro, VMware Workstation Player Prior to 15.x and VMware Fusion Prior to 11.x Detected","the host has unsupported products, as of november 1, 2019; vmware workstation pro, vmware workstation player before 15.x and vmware fusion before 11.x.qid detection logic (authenticated):this qid checks for unsupported products, vmware workstation pro, vmware workstation player before 15.x and vmware fusion before 11.x. on the system.",,TRUE
QUALYS105833,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2014 Service Pack 0 (SP0) RTM Detected,microsoft sql server 2014 rtm (sp0) release was detected on the host.technical support for rtm release ended on 7th of december 2016.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2014 sp0  is installed or not.,,TRUE
QUALYS105834,QUALYS,EOL/Obsolete Operating System: Openstack KILO Detected,"openstack kilo is 11th release of the open source software for building public, private, and hybrid clouds having nearly 400 new features to support software development, big data analysis and application infrastructure at scale.support for openstack kilo, ended on may 2nd,2016. no further bug fixes, enhancements, security updates or technical support is available for this version.qid detection logic (authenticated):this qid looks for the openstack version on linux systems to check if system in running a vulnerable version of openstack.",,TRUE
QUALYS105835,QUALYS,EOL/Obsolete Software: Apache Solr Prior to 7.7 Detected,"apache solr is an open source enterprise search platform, written in java, from the apache lucene project. its major features include full-text search, hit highlighting, faceted search, real-time indexing, dynamic clustering, database integration, nosql features and rich document handling.apache solr prior to version 7.7 is end of life.qid detection logic (unauthenticated):this qid sends a http request to check if the target is vulnerable or not.",,TRUE
QUALYS105836,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2016 Service Pack 0 (SP0) RTM Detected,microsoft sql server 2016(sp0)  rtm release was detected on the host.technical support for rtm release ended on 9th of january 2018.qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2016 sp0 rtm   is installed or not.,,TRUE
QUALYS105837,QUALYS,EOL/Obsolete Software: Microsoft SQL Server 2016 Service Pack 1 (SP1) Detected,"microsoft sql server is a data management system that delivers a fixed set of features, data protection, and performance for embedded applications, lightweight web sites and applications, and local data stores.technical support and service pack support for  sql server 2016  sp1 ended on 7/9/2019qid detection logic (authenticated):this qid looks for the registry keys and files to see if microsoft sql server 2016 sp 1  is installed or not.",,TRUE
QUALYS105838,QUALYS,EOL/Obsolete Operating System: Sophos CyberoamOS (CROS) 10.6.3 and Prior Detected,"sophos ended support for cyberoamos versions prior to 10.6.3 since august 01, 2019 and no longer provides further support for this operating system.qid detection logic:this unauthenticated qid detects vulnerable cyberoam firewall versions by fetching version information from the corporate/webpages/login.jsp web page.",,TRUE
QUALYS105839,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 12 Detected,"the host is running suse linux enterprise server 12. general support for suse linux enterprise server 12 ended on 30 june, 2016. no further updates, including security updates, are available for suse linux enterprise server 12.",,TRUE
QUALYS105840,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 12 Service Pack 1 (SP1) Detected,"the host is running suse linux enterprise server 12 sp1. general support for suse linux enterprise server 12 ended on 31 may, 2017. no further updates, including security updates, are available for suse linux enterprise server 12 sp1.",,TRUE
QUALYS105841,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 12 Service Pack 2 (SP2) Detected,"the host is running suse linux enterprise server 12 sp2. general support for suse linux enterprise server 12 sp2 ended on 31 march, 2018. no further updates, including security updates, are available for suse linux enterprise server 12 sp2.",,TRUE
QUALYS105842,QUALYS,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 12 Service Pack 3 (SP3) Detected,"the host is running suse linux enterprise server 12 sp3. general support for suse linux enterprise server 12 sp3 ended on 30 june, 2019. no further updates, including security updates, are available for suse linux enterprise server 12 sp3.",,TRUE
QUALYS105843,QUALYS,EOL/Obsolete Operating System: PaloAlto PAN-OS Version 1.3 Detected,"general support for paloalto pan-os version 1.3 ended on november 20, 2008. no further updates, including security updates, are available for paloalto pan-os version 1.3  qid detection logic (authenticated):this qid looks for the vulnerable version of pan-os via xml api.",,TRUE
QUALYS105844,QUALYS,EOL/Obsolete Operating System: Ubuntu 19.04 Detected,"support for ubuntu 19.04 ended on thursday, jan 23rd,2020.ubuntu security notices will no longer include information or updated packages for ubuntu 19.04.qid detection logic:the qid checks for the vulnerable version of ubuntu.",,TRUE
QUALYS105845,QUALYS,EOL/Obsolete Operating System: PaloAlto PAN-OS Version 2.x Detected,"general support for paloalto pan-os version 2.x ended. no further updates, including security updates, are available for paloalto pan-os version 2.x  end of life for 2.0 series on may 20, 2009. end of life for 2.1 series on january 5, 2012.  qid detection logic (authenticated):this qid looks for the vulnerable version of pan-os via xml api.",,TRUE
